Utilidad Operacional del Trimestre / Activo Total,Utilidad Operacional del Trimestre / Activo Total (Promedio LTM),Margen EBITDA del Trimestre,Margen EBITDA del Trimestre (Promedio LTM),Margen Neto del Trimestre,Margen Neto del Trimestre (Promedio LTM),Utilidad Neta del Trimestre Anualizada / Total Patrimonio,Utilidad Neta del Trimestre Anualizada / Total Patrimonio (Promedio LTM),Total Activo / Total Patrimonio,Total Activo / Total Patrimonio (Promedio LTM),Deuda Neta / EBITDA del Trimestre Anualizado,Deuda Neta / EBITDA del Trimestre Anualizado (Promedio LTM),Deuda de Corto Plazo / Deuda Total,Deuda de Corto Plazo / Deuda Total (Promedio LTM),Deuda Bruta / Activo,Deuda Bruta / Activo (Promedio LTM),EBITDA del Trimestre Anualizado / Intereses,EBITDA del Trimestre Anualizado / Intereses (Promedio LTM),EBITDA del Trimestre Anualizado / Deuda Corto Plazo,EBITDA del Trimestre Anualizado / Deuda Corto Plazo (Promedio LTM),Crecimiento del EBITDA Últimos 12 Meses EBITDA,Crecimiento del EBITDA Últimos 12 Meses EBITDA (Promedio LTM),Ingresos del Trimestre Anualizados / Total Activo,Ingresos del Trimestre Anualizados / Total Activo (Promedio LTM),Activo Corto Plazo / Pasivo Corto Plazo,Activo Corto Plazo / Pasivo Corto Plazo (Promedio LTM),Rating Soberano País de Origen Deuda LP Moneda Extranjera,Periodo,Rating Predicc,Rating Local Trad
2.39287424344724E-02,8.97668080819432E-03,0.49306764858362,0.477572334028931,1.60048918606351E-02,-0.216655152815948,4.47296807809119E-02,-0.40756474034668,6.14892866098877,5.81100404452681,1.8153240590963,2.48620266007106,9.16136334761668E-02,9.68625500720449E-02,0.523109316681998,0.539282362915667,18.3215608792294,13.6325434169518,4.67624810892587,3.65796379272394,0.812548866301798,1.19406911286209,0.454510164655486,0.3879476391206,1.08737929410181,1.22274060742673,BBB,2T17,BB,A+
2.17270612949209E-02,1.98838191759076E-02,0.544555543346885,0.516685667296355,-0.223308793905432,-0.152837560085278,-0.8125,-0.418664953609194,8.14115804904051,6.55003168651493,1.59832638328401,1.95120092255873,4.52667359662414E-03,7.49421867018714E-02,0.57345500924164,0.545705914013587,6.58531724061566,13.163193741757,93.7551234892275,26.5021284767203,1.30511627906977,1.50472661443274,0.446921613160641,0.422294115197407,1.79529571045832,1.30328780445957,BBB-,3T17,BBB+,AA-
2.42888561278005E-02,2.83196638944659E-02,0.519731270818043,0.534913359346069,-2.20083178080129E-02,-2.74215969671599E-02,-0.110167795113335,-0.147525864236911,9.25714453929938,7.35025362240818,1.31910800926932,1.6198770678604,1.79819992304155E-02,5.20568204256996E-02,0.542131847975547,0.541250740996389,25.1415566681839,16.5872240977626,28.8288100208768,33.023181757084,1.04926912517623,1.38229446091142,0.540742823053235,0.463303032625873,1.2926418588988,1.32196292556082,BBB-,4T17,BBB-,AA-
6.10364823746776E-02,3.27452855579678E-02,0.511148065031725,0.517125631945068,0.252587222912866,5.81875076501412E-03,1.20336897161757,8.13577143212861E-02,7.88386470271518,7.85777398801096,1.18079200884397,1.4783876151234,1.79511813689147E-03,2.89793561100245E-02,0.51155935779313,0.537563882923079,27.9157941144054,19.4910572256086,336.361221779548,115.905350849645,0.630110184327052,0.949261113718711,0.604293980987457,0.511617145464205,1.10799017799502,1.32082676036349,BBB-,1T18,BBB+,AA
6.55348008999102E-02,4.31468001743273E-02,0.52288332391891,0.524579550778891,7.38404569133245E-02,2.02776420281865E-02,0.463147949492663,0.185962281499224,7.80411184048657,8.27156978288541,0.964257420988825,1.26562095559653,1.79040724321359E-02,1.05519658490167E-02,0.537917040788531,0.541265813949712,34.8290133779264,23.6179203502828,43.6354589498494,125.645153559876,1.24606384125957,1.05763985745815,0.803714651789227,0.59891826724764,1.21584271263713,1.35294261499732,BBB-,2T18,BBB+,AA
8.19093060036985E-02,5.81923613515217E-02,0.588880361661051,0.535660755357432,0.227627019054357,0.133011595268134,1.22265609274989,0.694751304686696,6.97917958214243,7.98107516616089,0.718238695948767,1.04559903376272,3.63201581936493E-02,0.018500336998273,0.501713677930066,0.523330481121819,41.6217819684289,32.3770365322361,24.8713598379337,108.424212647052,1.20197740112994,1.0318551379732,0.769619622333301,0.679592769540805,1.3233431085044,1.23495446450884,BBB-,3T18,A-,AAA
9.67623397398743E-02,7.63107322545401E-02,0.566975596525697,0.547471836784346,0.343322285948653,0.2243442462073,1.45150712133183,1.08517003379799,6.03170163822096,7.17471444089128,0.931287044383255,0.948643792541203,4.02123480431855E-02,2.40579242014655E-02,0.518167064660469,0.517339285293049,30.4983542389467,33.7162359249268,19.0727121001391,105.985188166868,0.551669201245564,0.907455156990533,0.700934319430598,0.719640643635146,1.18855089381767,1.20893172323855,BBB-,4T18,A-,AAA
5.16400604676132E-02,7.39616267777741E-02,0.614450609102232,0.573297472801972,0.131138478343402,0.193982060064934,0.512330781090417,0.9124104861662,5.79227301409697,6.65181651873673,0.833376692356888,0.861789963419434,2.59167305885503E-02,3.00883273143802E-02,0.510067453284726,0.516966309165948,38.0856641552276,36.2587034351324,32.3127845884413,29.9730788690909,0.456933038534428,0.864160870542377,0.674483430930577,0.737188006120926,1.12134241899083,1.21226978348751,BBB-,1T19,A-,AAA
9.40320372197111E-02,8.10859358577243E-02,0.582313727803669,0.588155073773162,0.185711757418441,0.221949885191213,0.855382483407944,1.01046911964502,5.53669952244768,6.08496343922701,0.981095757182802,0.865999547467928,4.07125314342135E-02,3.57904420648997E-02,0.559823176926135,0.522442843200349,40.8728778467909,37.7696695523485,21.9119817969921,24.5422095808765,0.184813530026047,0.598848292733996,0.831897842100872,0.744233803698837,0.989060674309519,1.1555742739056,BBB-,2T19,A-,AAA
8.14396277775481E-02,8.09685163011867E-02,0.593154601423297,0.589223633713724,0.200013575996861,0.215046524426839,0.781566187945419,0.900196643443903,5.19570170023491,5.63909396875013,0.994698377535719,0.935114467864666,2.44684663433841E-02,3.28275191023334E-02,0.532472678415699,0.530132593321757,53.2627919107715,40.6799220379342,35.3028431916777,27.1500804193125,-3.05978793085233E-02,0.290704472624379,0.752076604792847,0.739848049313724,1.06520406523634,1.09103951308859,BBB-,3T19,A-,AAA
