Utilidad Operacional del Trimestre / Activo Total,Utilidad Operacional del Trimestre / Activo Total (Promedio LTM),Margen EBITDA del Trimestre,Margen EBITDA del Trimestre (Promedio LTM),Margen Neto del Trimestre,Margen Neto del Trimestre (Promedio LTM),Utilidad Neta del Trimestre Anualizada / Total Patrimonio,Utilidad Neta del Trimestre Anualizada / Total Patrimonio (Promedio LTM),Total Activo / Total Patrimonio,Total Activo / Total Patrimonio (Promedio LTM),Deuda Neta / EBITDA del Trimestre Anualizado,Deuda Neta / EBITDA del Trimestre Anualizado (Promedio LTM),Deuda de Corto Plazo / Deuda Total,Deuda de Corto Plazo / Deuda Total (Promedio LTM),Deuda Bruta / Activo,Deuda Bruta / Activo (Promedio LTM),EBITDA del Trimestre Anualizado / Intereses,EBITDA del Trimestre Anualizado / Intereses (Promedio LTM),EBITDA del Trimestre Anualizado / Deuda Corto Plazo,EBITDA del Trimestre Anualizado / Deuda Corto Plazo (Promedio LTM),Crecimiento del EBITDA Últimos 12 Meses EBITDA,Crecimiento del EBITDA Últimos 12 Meses EBITDA (Promedio LTM),Ingresos del Trimestre Anualizados / Total Activo,Ingresos del Trimestre Anualizados / Total Activo (Promedio LTM),Activo Corto Plazo / Pasivo Corto Plazo,Activo Corto Plazo / Pasivo Corto Plazo (Promedio LTM),Rating Soberano País de Origen Deuda LP Moneda Extranjera,Periodo,Rating Predicc,Rating Local Trad
0.037137300344322,3.51037872204347E-02,0.561106975430069,0.531814421223351,0.26540402858358,0.208254011369324,0.45942125341998,0.337702933818411,5.40264197968529,5.00406518114723,3.34885334352392,3.53997771216671,1.86413725710923E-02,1.06263995084337E-02,0.602059175250013,0.607448575922899,5.77409754409149,5.47740102042051,15.3823631286161,30.8606113625752,8.06318598976261E-02,0.112541231054231,0.325110726889463,0.322438903504283,1.68600048870878,1.59400493916208,BBB+,2T19,BB,A
3.78040278017091E-02,3.67216399040488E-02,0.567826868641003,0.550604923013375,0.268948548862041,0.223098648905393,0.44464667375813,0.372765291082013,5.16606888094925,5.16118638916921,3.24799424089161,3.37900844575683,1.84531121132376E-02,1.36660645174556E-02,0.590223965077062,0.601565131915657,6.03480071385705,5.75373260902024,15.8090034056316,24.9669170828405,8.59224659711686E-02,4.79260452697158E-02,0.320403596801534,0.323639593709095,1.65215380073507,1.63592027262084,BBB+,3T19,BB,A
3.89724496077463E-02,3.76529369895445E-02,0.575691498358314,0.562897311092722,0.27615914191488,0.233815778162713,0.461226787722095,0.393514447505682,5.1611721421177,5.21928834510934,3.19363524338624,3.29049954124499,0.018268616147228,1.66600416013049E-02,0.594951935998124,0.596692713090205,6.33956178262983,5.94153709061748,16.3249802243149,18.1914290471318,8.80192369220503E-02,5.73787426778669E-02,0.320026284977987,0.323620934682095,1.58548482257354,1.61691556127764,BBB+,4T19,BB,A
3.20447684176497E-02,3.64896365428568E-02,0.492749681548929,0.549343755994579,0.220851299936002,0.257840754824126,0.375222554288431,0.435129317297159,5.27950673665714,5.25234743485234,3.80152386221999,3.39800167250544,1.71131056430746E-02,1.81190516186581E-02,0.602808962142525,0.597511009616931,5.7188499535656,5.96682749853599,14.7369834869095,15.5633325613681,6.27956342116207E-02,7.93422992506164E-02,0.323598689246348,0.322284824478833,1.5022864215055,1.60648138338072,BBB+,1T20,BB,A
3.18897790265617E-02,3.51777562134167E-02,0.492758464575488,0.532256628280933,0.218666122663631,0.246156278344139,0.380869120965286,0.415491284183486,5.43390717442282,5.26016373353673,3.87182973450899,3.52874577025171,1.59823937848464E-02,1.74543069220967E-02,0.611550588157361,0.599883862843768,5.6985951752834,5.94795190633397,15.6107597571414,15.6204317184994,0.026824117638591,6.58903636858577E-02,0.321807104170018,0.321458918798972,1.48942887791939,1.55733848068338,BBB+,2T20,BB,A
3.15745874548323E-02,3.36203961266975E-02,0.492592539475332,0.513448045989516,0.21776864003915,0.233361301138416,0.379701742302775,0.399255051319647,5.48609921435013,5.34017131688695,3.91617185303026,3.69579017328637,1.48756907348025E-02,1.65599515774879E-02,0.61310261036659,0.60560352416615,5.65869965671058,5.85392664204735,16.5830212322644,15.8139361751576,-4.65928178210681E-02,3.27615427377985E-02,0.32053986090351,0.321492984824466,1.44553633887695,1.50568411521885,BBB+,3T20,BB,A
3.02966386075847E-02,3.14514433766571E-02,0.48594676296964,0.491011862142347,0.210705326304425,0.216997847235802,0.36434391865387,0.37503433405259,5.55229745385472,5.4379526448212,4.07784647082993,3.91684298014729,0.013792239844653,1.54408575018441E-02,0.617138798510495,0.611150239794243,5.4668130661322,5.63573946292294,17.2332760326748,16.0410101272475,-0.1165557849467,-0.018382212729389,0.317821734568229,0.320941847222026,1.38250092367033,1.45493814049304,BBB+,4T20,BB,A
2.64619528478233E-02,3.00557394842005E-02,0.429548107834951,0.475211468713853,0.173220383905286,0.205090118228123,0.311845985072865,0.359190191748699,5.68771449247968,5.54000458377684,4.58849134338953,4.11358485043968,1.36488565786852E-02,1.45747952357468E-02,0.623857067347632,0.61641226609552,4.89755475085928,5.43041566224636,15.5602568040216,16.2468284565256,-0.125656649655614,-6.54952836961978E-02,0.311432037010109,0.317900184162966,1.26838981863248,1.39646398977479,BBB+,1T21,BB,A
2.79386668374691E-02,2.90679614369274E-02,0.441563630700377,0.462412760245075,0.183571509256871,0.196316464876433,0.340464853710466,0.349089124934994,5.77672576619038,5.62570923171873,4.42632981858663,4.25220987145909,2.01578916958061E-02,1.56186697134867E-02,0.627512416407595,0.620402723158078,5.10235692163385,5.28135609883398,11.021535174477,15.0995223108595,-0.12287754503984,-0.102920699365806,0.316521614530653,0.316578811753125,1.21686274856247,1.32832245743555,BBB+,2T21,BB,A
2.92806994785689E-02,2.84944894428615E-02,0.45307476597189,0.452533316869215,0.193455607331054,0.190238206699409,0.361659590190727,0.344578586906982,5.76497787423072,5.69542889668888,4.2552689718083,4.3369841511536,2.66848062368202E-02,1.85709485889911E-02,0.625198475227166,0.623426689373222,5.30239494673851,5.19227992134096,8.69015361173803,13.1263054057279,-0.1026616475651,-0.116937906801814,0.321059301535682,0.316708671911168,1.15302004374207,1.25519338365184,BBB+,3T21,BB,A
