Fecha,Ticker,Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,Ratio8,Ratio9,Ratio10,Ratio11,Ratio12,Ratio13,Ratio14,Ratio15,Ratio16,Ratio17,Ratio18,Ratio19,Ratio20,Ratio21,Ratio22,Ratio23,Ratio24,Ratio25,Ratio26,IssuerRating,SovereignRating
30/09/2015,IQT261467408,0.021938591,0.307615,1.278473778,0.20891476,0.293161284,20.97624251,3.203814139,0.928423162,-6.484,0.045198016,0.637874945,2.956426087,8.94,0.017754219,0.277717,1.205816194,0.236084496,0.267895811,18.68254802,2.92325006,0.866681535,18.082075,0.050301464,0.661172922,2.908507828,9.7495,NaN,SD
31/12/2015,IQT261467408,0.008515544,0.266619,2.050933204,0.26304243,0.290961968,27.83169299,1.569828748,0.964682734,44.0997,-0.041395985,0.450633232,3.017183985,-7.198,0.018587277,0.294185,1.392296799,0.234534486,0.281532905,21.91212922,2.745011124,0.910629267,18.7514,0.030790858,0.592875698,2.946428671,6.1334,NaN,SD
31/03/2016,IQT261467408,0.004303615,0.266054,2.156266237,0.22898117,0.322766364,12.40325645,1.615809839,1.137794653,29.8564,0.021221289,0.44885751,3.058232124,2.6588,0.014470611,0.2869925,1.652327351,0.226524824,0.298174517,19.90256249,2.457867768,0.994410097,20.946275,0.020772856,0.548332732,2.995473696,3.9886,NaN,SD
30/06/2016,IQT261467408,0.008945473,0.287818,2.025701056,0.243176785,0.328277607,9.079216659,1.79587131,1.06121445,24.7637,-0.014082905,0.498104693,3.039449614,-2.1812,0.010925806,0.2820265,1.877843569,0.236028786,0.308791806,17.57260215,2.046331009,1.02302875,23.05895,0.002735104,0.508867595,3.017822952,0.5549,NaN,B-
30/09/2016,IQT261467408,0.003985839,0.258733,2.185556762,0.198977131,0.374666403,9.531648626,1.919434041,1.086734877,14.7645,-0.540940751,0.553056223,3.606775484,-96.2856,0.006437618,0.269806,2.104614315,0.233544379,0.329168085,14.71145368,1.725235985,1.062606678,28.371075,-0.143799588,0.487662914,3.180410302,-25.7515,NaN,B-
31/12/2016,IQT261467408,0.006121494,0.240569,2.591245301,0.173487965,0.366494198,10.4518921,1.960632409,1.057720758,20.2253,0.031544411,0.518194705,3.549093636,6.1564,0.005839105,0.2632935,2.239692339,0.211155763,0.348051143,10.36650346,1.8229369,1.085866184,22.402475,-0.125564489,0.504553283,3.313387715,-22.4129,NaN,B-
31/03/2017,IQT261467408,0.012771427,0.299843,1.86245566,0.155556163,0.362989412,16.7650324,3.00438575,1.136109419,36.8783,0.000438573,0.565773965,3.497249124,0.6564,0.007956058,0.27174075,2.166239695,0.192799511,0.358106905,11.45694745,2.170080877,1.085444876,24.15795,-0.130760168,0.533782396,3.423141964,-22.9135,NaN,B-
30/06/2017,IQT261467408,0.007980015,0.259964,2.224063423,0.14026084,0.369663969,22.9999326,2.777966993,1.235146594,-6.4202,0.003523819,0.554060806,3.493460846,0.908,0.007714694,0.26477725,2.215830286,0.167070525,0.368453495,14.93712643,2.415604798,1.128927912,16.361975,-0.126358487,0.547771425,3.536644772,-22.1412,B,B
30/09/2017,IQT261467408,0.006611979,0.257291,2.196739334,0.141490311,0.374307368,9.313391199,2.781818075,1.278602664,17.5778,0.001408365,0.572610366,3.523726587,0.7708,0.008371229,0.26441675,2.218625929,0.15269882,0.368363737,14.88256207,2.631200806,1.176894859,17.0653,0.009228792,0.552659961,3.515882548,2.1229,B,B
31/12/2017,IQT261467408,0.001674846,0.246186,2.179208017,0.205879736,0.377805417,13.57464729,1.742728514,1.190433547,30.5752,0.172522768,0.550615165,3.315466161,33.762,0.007259567,0.265821,2.115616608,0.160796763,0.371191542,15.66325087,2.576724833,1.210073056,19.652775,0.044473382,0.560765075,3.457475679,9.0243,B+,B+
31/03/2018,IQT261467408,0.00826786,0.310288,1.70252502,0.185697501,0.36679529,17.88103137,2.501804235,1.209218788,37.6491,0.080015299,0.54918435,3.214826673,14.7656,0.006133675,0.26843225,2.075633948,0.168332097,0.372143011,15.94225061,2.451079454,1.228350398,19.845475,0.064367563,0.556617672,3.386870067,12.5516,B+,B+
30/06/2018,IQT261467408,0.002292085,0.266021,2.218877735,0.20440602,0.363972789,4.069554833,1.746792844,1.224099542,58.2416,0.021422276,0.48852645,3.140740252,2.9116,0.004711692,0.2699465,2.074337526,0.184368392,0.370720216,11.20965617,2.193285917,1.225588635,36.010925,0.068842177,0.540234083,3.298689918,13.0525,B+,B+
30/09/2018,IQT261467408,0.011871472,0.300244,2.077895691,0.213059162,0.35076479,6.468329385,1.82260196,1.174791833,114.1612,0.10894643,0.453663357,2.948859262,17.4668,0.006026566,0.28068475,2.044626616,0.202260605,0.364834572,10.49839072,1.953481888,1.199635927,60.156775,0.095726693,0.510497331,3.154973087,17.2265,B+,B+
31/12/2018,IQT261467408,0.008735272,0.221821,2.150152895,0.193465402,0.337095178,13.51131569,1.995246122,1.164531288,88.6801,0.119019036,0.586610276,2.743195247,19.7648,0.007791672,0.2745935,2.037362835,0.199157021,0.354657012,10.48255782,2.01661129,1.193160363,74.683,0.08235076,0.519496108,3.011905358,13.7272,B+,B+
31/03/2019,IQT261467408,0.008431378,0.292826,2.229118769,0.212638856,0.352633236,17.82928985,1.75893789,1.133862172,62.9319,-0.062525304,0.450408666,2.831077116,-8.4376,0.007832552,0.270228,2.169011273,0.20589236,0.351116498,10.46962244,1.830894704,1.174321209,81.0037,0.04671561,0.494802187,2.915967969,7.9264,B+,B+
0/01/1900,IQT545044190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,AA-
31/03/2013,IQT545044190,0.06979588,0.535277,0,0.164587173,0.518938325,40.46181,3.408952054,1.798791415,NaN,0.490777035,0.543943812,5.819890511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,AA-
30/06/2013,IQT545044190,NaN,0.528669,0,0,NaN,21.0841609,NaN,NaN,NaN,0.412321395,NaN,NaN,162.3356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,AA-
30/09/2013,IQT545044190,NaN,0.515159,0,NaN,NaN,60.33145508,NaN,NaN,NaN,0.451415525,NaN,NaN,NaN,0.06979588,0.526368333,0,0.082293586,0.518938325,40.62580866,3.408952054,1.798791415,NaN,0.451504652,0.543943812,5.819890511,162.3356,NaN,AA-
31/12/2013,IQT545044190,0.094061163,0.543771,0,0.25016125,0.376524874,105.3538749,4.043231811,1.731090562,NaN,0.444171779,0.700368025,3.137046913,NaN,0.081928522,0.530719,0,0.138249474,0.4477316,56.80782522,3.726091933,1.764940988,NaN,0.449671434,0.622155918,4.478468712,162.3356,NaN,AA-
31/03/2014,IQT545044190,0.048866417,0.494721,0,0.252318929,0.36822383,67.44462721,2.297178059,1.814492831,28.1929,0.465630455,0.43141579,2.740694332,NaN,0.07146379,0.52058,0,0.167493393,0.372374352,63.55352952,3.170204935,1.772791697,28.1929,0.443384789,0.565891908,2.938870622,162.3356,NaN,AA-
30/06/2014,IQT545044190,0.042458419,0.475619,0.08285576,0.210482248,0.38528348,73.1803634,2.295283736,1.94368199,31.6426,0.78650688,0.391356945,2.611301009,97.1432,0.061795333,0.5073175,0.02071394,0.237654142,0.376677395,76.57758014,2.878564535,1.829755128,29.91775,0.53693116,0.507713587,2.829680751,97.1432,NaN,AA-
30/09/2014,IQT545044190,0.018700881,0.325806,0,0.224609895,0.274995481,42.09588617,1.528252853,3.006825285,-2.801,0.179927506,0.289728073,1.794867437,12.6792,0.05102172,0.45997925,0.02071394,0.23439308,0.351256916,72.01868792,2.540986615,2.124022667,19.0115,0.469059155,0.453217208,2.570977423,54.9112,NaN,AA-
31/12/2014,IQT545044190,0.035267581,0.38718,0,0.276456823,0.25639924,30.16662268,2.118504592,2.697242472,-0.5593,0.226746629,0.387847092,1.806529099,17.1612,0.036323325,0.4208315,0.02071394,0.240966973,0.321225508,53.22187487,2.05980481,2.365560645,14.1188,0.414702867,0.375086975,2.238347969,42.32786667,A+,AA-
31/03/2015,IQT545044190,0.01017484,0.317015,0,0.037837735,0.205896631,46.51778,11.1034902,3.582098205,-19.5222,0.166025825,0.272868921,1.622699523,7.4792,0.02665043,0.376405,0.02071394,0.187346675,0.280643708,47.99016306,4.261382846,2.807461988,2.190025,0.33980171,0.335450258,1.958849267,33.6157,A+,AA-
30/06/2015,IQT545044190,0.018297525,0.286885,0,0.042954675,0.18694604,48.70429203,10.25693038,3.398166108,-17.943,1.523487281,0.287102035,1.53297644,72.2092,0.020610207,0.3292215,0,0.145464782,0.231059348,41.87114522,6.251794505,3.171083018,-10.206375,0.52404681,0.30938653,1.689268125,27.3822,A+,AA-
30/09/2015,IQT545044190,0.018297525,0.286885,0,0.042954675,0.18694604,48.70429203,10.25693038,3.398166108,-17.943,1.523487281,0.287102035,1.53297644,72.2092,0.020509368,0.31949125,0,0.100050977,0.209046988,43.52324669,8.433963886,3.268918224,-13.991875,0.859936754,0.308730021,1.623795375,42.2647,A+,AA-
31/12/2015,IQT545044190,0.035344187,0.396665,0,0.052197608,0.154978049,115.3852555,18.57898182,2.530128514,35.1815,0.361809918,0.378894949,1.473144385,21.152,0.020528519,0.3218625,0,0.043986173,0.18369169,64.8279049,12.54908319,3.227139734,-5.056675,0.893702576,0.306491985,1.540449197,43.2624,A+,AA-
31/03/2016,IQT545044190,0.014026615,0.395054,0,0.074501047,0.158515571,74.93322303,8.879169086,2.576336978,72.9543,0.221840887,0.2654301,1.460493149,8.552,0.021491463,0.34137225,0,0.053152001,0.171846425,71.93176566,11.99300291,2.975699427,18.06245,0.907656342,0.30463228,1.499897603,43.5306,A+,AA-
30/06/2016,IQT545044190,0.021499134,0.350469,0,0.059145895,0.193170232,72.00626342,9.623381918,1.858838226,71.0015,0.234807489,0.313720516,1.584902889,11.2424,0.022291865,0.35726825,0,0.057199806,0.173402473,77.75725851,11.8346158,2.590867457,40.298575,0.585486394,0.3112869,1.512879216,28.2889,A+,AA-
30/09/2016,IQT545044190,0.019818055,0.387029,0,0.062659629,0.193020627,79.47304472,9.617390194,2.021711082,86.3259,0.222296746,0.300542066,1.578104416,10.3304,0.022671998,0.38230425,0,0.062126045,0.17492112,85.44944668,11.67473076,2.2467537,66.3658,0.26018876,0.314646908,1.52416121,12.8192,A+,AA-
31/12/2016,IQT545044190,0.042097029,0.437143,0,0.150608313,0.18503013,132.8216289,6.806635124,1.820035423,57.9065,0.335317758,0.43391068,1.60407435,23.0596,0.024360208,0.39242375,0,0.086728721,0.18243414,89.80854002,8.73164408,2.069230427,72.04705,0.25356572,0.328400841,1.556893701,13.2961,A+,AA-
31/03/2017,IQT545044190,0.020498725,0.438762,0,0.162396983,0.180998082,100.1597586,4.545075974,1.946401339,134.4135,0.27597916,0.304483714,1.578219345,12.5672,0.025978236,0.40335075,0,0.108702705,0.188054768,96.1151739,7.648120803,1.911746518,87.41185,0.267100288,0.338164244,1.58632525,14.2999,A+,AA-
30/06/2017,IQT545044190,0.032209949,0.420552,0,0.17633254,0.171630673,105.5249078,5.130351034,1.741902323,87.2836,0.292583293,0.369194098,1.582210556,16.8852,0.028655939,0.4208715,0,0.137999366,0.182669878,104.494835,6.524863082,1.882512542,91.482375,0.281544239,0.35203264,1.585652167,15.7106,A+,AA-
30/09/2017,IQT545044190,0.028651196,0.41526,0,0.178352628,0.158483408,122.5700761,5.59622559,1.712048455,72.4683,0.32052538,0.380924081,1.576743185,19.594,0.030864225,0.42792925,0,0.166922616,0.174035573,115.2690929,5.519571931,1.805096885,88.017975,0.306101398,0.372128143,1.585311859,18.0265,A+,A+
31/12/2017,IQT545044190,0.03723476,0.374187,0,0.049848837,0.181789686,147.2416978,19.2759412,1.966387663,33.4708,0.289938334,0.466821847,1.666230259,23.506,0.029648658,0.41219025,0,0.141732747,0.173225462,118.8741101,8.636898451,1.841684945,81.90905,0.294756542,0.380355935,1.600850836,18.1381,A+,A+
31/03/2018,IQT545044190,0.013975268,0.322547,0,0.048011597,0.175078508,68.00333891,13.25546171,1.891281938,18.0126,0.123829361,0.345446534,1.64312915,6.1532,0.028017793,0.3831365,0,0.113136401,0.171745569,110.8350052,10.81449489,1.827905095,52.808825,0.256719092,0.39059664,1.617078288,16.5346,A+,A+
30/06/2018,IQT545044190,0.010067005,0.160417,0,0.099157814,0.173339509,42.8060796,3.791994052,1.443360374,-38.4933,0.107760751,0.406295267,1.685721782,6.7324,0.022482057,0.31810275,0,0.093842719,0.172172778,95.15529811,10.47990564,1.753269608,21.3646,0.210513457,0.399871932,1.642956094,13.9964,A+,A+
30/09/2018,IQT545044190,0.010067005,0.160417,0,0.099157814,0.173339509,42.8060796,3.791994052,1.443360374,-38.4933,0.107760751,0.406295267,1.685721782,6.7324,0.017836009,0.254392,0,0.074044016,0.175886803,75.21429898,10.02884776,1.686097587,-6.3758,0.1573223,0.406214729,1.670200743,10.781,A+,A+
31/12/2018,IQT545044190,0.032243832,0.311635,0,0.167669952,0.148215085,109.5889941,6.408544543,1.253424789,17.6387,0.282405907,0.511046982,1.636489565,23.4516,0.016588277,0.238754,0,0.103499294,0.167493153,65.80112305,6.811998591,1.507856869,-10.333825,0.155439193,0.417271012,1.66276557,10.7674,A+,A+
31/03/2019,IQT545044190,0.010866502,0.313867,0,0.167282204,0.139160025,90.08729629,5.224950906,1.301460497,46.9062,0.277150313,0.387525957,1.585775482,15.9924,0.015811086,0.236584,0,0.133316946,0.158513532,71.3221124,4.804370889,1.360401509,-3.110425,0.193769431,0.427790868,1.648427153,13.2272,A+,A+
31/12/2012,IQT423759396,0.034937105,0.411954,0.09009727,0.120754717,0.056260283,411.7413786,24.92965378,4.132100992,77.8706,0.241027627,0.411124675,1.281395586,14.3132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,B+,AA-
31/03/2013,IQT423759396,0.016338134,0.377163,0.642616807,0.927882163,0.283958814,138.7344064,0.311441343,1.057841383,20.9608,0.124722592,0.217568171,1.783833251,7.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,B+,AA-
30/06/2013,IQT423759396,0.014088897,0.382146,1.427982205,0.063111473,0.191138658,664.3990356,7.80268979,2.502644943,20.1881,0.082710227,0.246304232,1.569395809,3.754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,B+,AA-
30/09/2013,IQT423759396,0.016619129,0.444883,1.713127732,0.143483856,0.228392794,366.4180541,3.211572835,1.844111028,42.614,0.161508923,0.236568764,1.650682515,7.0012,0.020495816,0.4040365,0.968456004,0.313808052,0.189937637,395.3232187,9.063839437,2.384174586,40.408375,0.152492342,0.277891461,1.57132679,8.1036,B+,AA-
